# owner	field	kind	target
CEffectUseCalldown	WhichLocation	struct	SEffectWhichLocation
CEffectUseMagazine	Alert	link	CAlertLink
CEffectUseMagazine	AmmoEffect	link	CEffectLink
CEffectUseMagazine	AmmoUnit	link	CUnitLink
CEffectUseMagazine	DamageModifierSource	struct	SEffectWhichUnit
CEffectUseMagazine	MagazineAbil	link	CAbilLink
CEffectUseMagazine	Marker	struct	SMarker
CEffectUseMagazine	OwningPlayer	struct	SEffectWhichPlayer
CEffectUseMagazine	PreloadValidatorArray	link	CValidatorLink
CEffectUseMagazine	TargetLocation	struct	SEffectWhichLocation
CEffectUseMagazine	ValidatorArray	link	CValidatorLink
CEffectUseMagazine	WhichUnit	struct	SEffectWhichUnit
CEffectUserData	Alert	link	CAlertLink
CEffectUserData	Amount	struct	SAccumulatedFixed
CEffectUserData	BehaviorScope	struct	SEffectWhichBehavior
CEffectUserData	DamageModifierSource	struct	SEffectWhichUnit
CEffectUserData	EffectFailure	link	CEffectLink
CEffectUserData	EffectSuccess	link	CEffectLink
CEffectUserData	Marker	struct	SMarker
CEffectUserData	OwningPlayer	struct	SEffectWhichPlayer
CEffectUserData	PreloadValidatorArray	link	CValidatorLink
CEffectUserData	ValidateMax	struct	SAccumulatedFixed
CEffectUserData	ValidateMin	struct	SAccumulatedFixed
CEffectUserData	ValidatorArray	link	CValidatorLink
CEmoticon	Image	struct	STextureSheetEntry
CEmoticon	RequiredReward	link	CRewardLink
CEmoticonPack	EmoticonArray	link	CEmoticonLink
CEmoticonPack	Image	struct	STextureSheetEntry
CEmoticonPack	ParentBundle	link	CBundleLink
CEmoticonPack	RequiredCampaign	struct	SEmoticonPackCampaign
CEmoticonPack	RequiredCommander	link	CCommanderLink
CEmoticonPack	RequiredRewardArray	link	CRewardLink
CFootprint	Layers	struct	SFootprintLayer
CFootprint	Shape	struct	SFootprintShape
CGame	AI	struct	SAIDescription
CGame	AIBuilds	struct	SAIBuild
CGame	AttackArmorTable	struct	SAttackTypeInfo
CGame	AttackRevealBehavior	link	CBehaviorLink
CGame	BeaconInfoArray	struct	SBeaconInfo
CGame	CameraMarginAspectAdjust	struct	SAspectMargin
CGame	CreepDecaySound	link	CSoundLink
CGame	CreepGrowSound	link	CSoundLink
CGame	DamageCategories	struct	SDamageTypeInfo
CGame	DifficultyLevels	struct	SDifficultyLevel
CGame	EnforcedGameResultScoreResult	link	CScoreResultLink
CGame	FilterResults	struct	STargetFilterResult
CGame	HandicapValues	struct	SHandicap
CGame	MapSizes	struct	SMapSize
CGame	MeleePointsThreshold	struct	SMeleePointThreshold
CGame	NeutralPlayerScanValidator	link	CValidatorLink
CGame	ResourceConvertArray	struct	SResourceConvert
CGame	SplashDamageEffect	link	CEffectLink
CGame	SprayAbil	link	CAbilLink
CGame	SprayButtonReplacementTarget	link	CButtonLink
CGame	TauntAbil	link	CAbilLink
CGame	TeamColors	struct	STeamColor
CGame	TriggerLibs	struct	STriggerLib
CGameUI	AltSoundtrack	struct	SAltSoundtrack
CGameUI	AutoVariantArcade	struct	SDefaultGameVariant
CGameUI	AutoVariantMelee	struct	SDefaultGameVariant
CGameUI	CameraShakeAmplitudes	struct	SCameraShakeAmplitude
CGameUI	CameraShakeFrequencies	struct	SCameraShakeFrequency
CGameUI	Campaign	link	CCampaignLink
CGameUI	CancelPlacementModeButtonFace	link	CButtonLink
CGameUI	CancelTargetModeButtonFace	link	CButtonLink
CGameUI	ChallengeCategory	struct	SChallengeCategory
CGameUI	ChallengeMasterAchievement	link	CAchievementLink
CGameUI	ColorBlindColors	struct	STeamColor
CGameUI	CreditsMusic	link	CSoundtrackLink
CGameUI	CutsceneAssetPath	struct	SCutsceneAssetPath
CGameUI	DefaultUIRace	link	CRaceLink
CGameUI	DefaultVariants	struct	SDefaultGameVariant
CGameUI	DSPArray	link	CDSPLink
CGameUI	GameCategories	struct	SGameCategory
CGameUI	GlobalSoundData	struct	SGlobalSoundData
CGameUI	HelpControlCategories	struct	SHelpControlCategoryInfo
CGameUI	HelpControls	struct	SHelpControlInfo
CGameUI	HelpGameMechanics	struct	SHelpGameMechanicInfo
CGameUI	HotkeyInfoArray	struct	SHotkeyInfo
CGameUI	IntroMusic	link	CSoundtrackLink
CGameUI	ListenerAngleRolloff	struct	SListenerRolloff
CGameUI	ListenerDistanceRolloff	struct	SListenerRolloff
CGameUI	LoadingBars	struct	SLoadingBar
CGameUI	LoadingScreenHelp	struct	SLoadingScreenHelp
CGameUI	LoadingScreenHelpIntro	struct	SLoadingScreenHelp
CGameUI	LookAtTypes	struct	SLookAtType
CGameUI	LoopAmbience	link	CSoundtrackLink
CGameUI	MapMechanicScoreValue	link	CScoreValueLink
CGameUI	MatchmakingMusic	link	CSoundtrackLink
CGameUI	MinimapData	struct	SMinimapData
CGameUI	MixRouting	struct	SMixRoute
CGameUI	MovementSpeedArray	struct	SUnitSpeedText
CGameUI	MusicArray	link	CSoundtrackLink
CGameUI	ObjectGroupData	struct	SObjectGroupData
CGameUI	ObserverSoundtrack	link	CSoundtrackLink
CGameUI	OverrideColors	struct	STeamColor
CGameUI	PlanetPanelDefaultBackground	link	CModelLink
CGameUI	PointModels	struct	SPointModel
CGameUI	PossibleEnemyPlacementPingModel	link	CModelLink
CGameUI	PostGameMusic	link	CSoundtrackLink
CGameUI	ResourceArray	struct	SResourceUI
CGameUI	SelectionData	struct	SSelectionData
CGameUI	SoundData	struct	SSoundData
CGameUI	SoundQuality	struct	SSoundQuality
CGameUI	StartupDSPArray	link	CDSPLink
CGameUI	StartupMovieArray	struct	SMovieConfig
CGameUI	TutorialArray	struct	STutorialConfig
CGameUI	UnitKillRank	struct	SUnitKillRank
CGameUI	VitalColors	struct	SVitalColor
CGameUI	WeaponSpeedArray	struct	SWeaponSpeedText
CHerd	Levels	struct	SHerdLevel
CHerd	Nodes	struct	SHerdNode
CHero	AbilCategoryArray	struct	SHeroAbilCategory
CHero	AlternateUnitArray	link	CUnitLink
CHero	CanPurchaseUltimateSkinRewardArray	link	CRewardLink
CHero	DefaultMount	link	CMountLink
CHero	DisplayModel	link	CModelLink
CHero	HeroAbilArray	struct	SHeroAbil
CHero	HeroicAbilArray	struct	SHeroHeroicAbility
CHero	HeroSpecificUIArray	struct	SHeroSpecificUI
CHero	LevelScalingArray	struct	SHeroLevelScaling
CHero	Model	link	CModelLink
CHero	MountVariationRequiredReward	link	CRewardLink
CHero	PassiveAbil	link	CAbilLink
CHero	PassiveButton	link	CButtonLink
CHero	ReleaseDate	struct	SHeroReleaseDate
CHero	RequiredRewardArray	link	CRewardLink
CHero	SkinArray	link	CSkinLink
CHero	SkinVariationRequiredReward	link	CRewardLink
CHero	SpecificIntroVOArray	struct	SHeroSpecificIntroVO
CHero	SpecificKillVOArray	struct	SHeroSpecificVO
CHero	StatArray	link	CHeroStatLink
CHero	TalentAIBuildsArray	struct	SHeroAITalentBuild
CHero	TalentProfileArray	link	CTalentProfileLink
CHero	TalentTierArray	struct	SHeroTalentTier
CHero	TalentTreeArray	struct	SHeroTalentTree
CHero	Unit	link	CUnitLink
CHero	VariationArray	link	CSkinLink
CHero	VOArray	link	CSoundLink
CHeroAbil	LevelUpgradeArray	link	CUpgradeLink
CHeroAbil	RequiredMission	link	CMapLink
CHeroAbil	StatModifierArray	struct	SHeroStatModifier
CHeroAbil	UpgradeArray	link	CUpgradeLink
CItem	CarryBehaviorArray	link	CBehaviorLink
CItem	CarryWeaponArray	struct	SUnitWeaponData
CItem	Charge	struct	SCharge
CItem	Class	link	CItemClassLink
CItem	Container	link	CItemContainerLink
CItem	EquipBehaviorArray	link	CBehaviorLink
CItem	EquipWeaponArray	struct	SUnitWeaponData
CItem	Face	link	CButtonLink
CItemAbil	Abil	link	CAbilLink
CItemAbil	CarryBehaviorArray	link	CBehaviorLink
CItemAbil	CarryWeaponArray	struct	SUnitWeaponData
CItemAbil	Charge	struct	SCharge
CItemAbil	Class	link	CItemClassLink
CItemAbil	Container	link	CItemContainerLink
CItemAbil	EquipBehaviorArray	link	CBehaviorLink
CItemAbil	EquipWeaponArray	struct	SUnitWeaponData
CItemAbil	Face	link	CButtonLink
CItemAbil	ToggledFace	link	CButtonLink
CItemAbilPowerUp	Abil	link	CAbilLink
CItemAbilPowerUp	CarryBehaviorArray	link	CBehaviorLink
CItemAbilPowerUp	CarryWeaponArray	struct	SUnitWeaponData
CItemAbilPowerUp	Charge	struct	SCharge
CItemAbilPowerUp	Class	link	CItemClassLink
CItemAbilPowerUp	Container	link	CItemContainerLink
CItemAbilPowerUp	EquipBehaviorArray	link	CBehaviorLink
CItemAbilPowerUp	EquipWeaponArray	struct	SUnitWeaponData
CItemAbilPowerUp	Face	link	CButtonLink
CItemAbilPowerUp	ToggledFace	link	CButtonLink
CItemContainer	Model	link	CModelLink
CItemContainer	Slots	struct	SItemContainerSlot
CItemEffect	CarryBehaviorArray	link	CBehaviorLink
CItemEffect	CarryWeaponArray	struct	SUnitWeaponData
CItemEffect	Charge	struct	SCharge
CItemEffect	Class	link	CItemClassLink
CItemEffect	Container	link	CItemContainerLink
CItemEffect	Effect	link	CEffectLink
CItemEffect	EffectCost	struct	SCost
CItemEffect	EquipBehaviorArray	link	CBehaviorLink
CItemEffect	EquipWeaponArray	struct	SUnitWeaponData
CItemEffect	Face	link	CButtonLink
CItemEffect	RefundFraction	struct	SCostFactor
CItemEffectInstant	CarryBehaviorArray	link	CBehaviorLink
CItemEffectInstant	CarryWeaponArray	struct	SUnitWeaponData
CItemEffectInstant	Charge	struct	SCharge
CItemEffectInstant	Class	link	CItemClassLink
CItemEffectInstant	Container	link	CItemContainerLink
CItemEffectInstant	Effect	link	CEffectLink
CItemEffectInstant	EffectCost	struct	SCost
CItemEffectInstant	EquipBehaviorArray	link	CBehaviorLink
CItemEffectInstant	EquipWeaponArray	struct	SUnitWeaponData
CItemEffectInstant	Face	link	CButtonLink
CItemEffectInstant	RefundFraction	struct	SCostFactor
CItemEffectTarget	CarryBehaviorArray	link	CBehaviorLink
CItemEffectTarget	CarryWeaponArray	struct	SUnitWeaponData
CItemEffectTarget	Charge	struct	SCharge
CItemEffectTarget	Class	link	CItemClassLink
CItemEffectTarget	Container	link	CItemContainerLink
CItemEffectTarget	Effect	link	CEffectLink
CItemEffectTarget	EffectCost	struct	SCost
CItemEffectTarget	EquipBehaviorArray	link	CBehaviorLink
CItemEffectTarget	EquipWeaponArray	struct	SUnitWeaponData
CItemEffectTarget	Face	link	CButtonLink
CItemEffectTarget	RefundFraction	struct	SCostFactor
CKinetic	ValidatorArray	link	CValidatorLink
CKineticDistance	Distance	struct	SAccumulatedFixed
CKineticDistance	DistanceAwayFrom	struct	SEffectWhichLocation
CKineticDistance	ValidatorArray	link	CValidatorLink
CKineticFollow	ValidatorArray	link	CValidatorLink
CKineticFollow	Where	struct	SEffectWhichLocation
CKineticRotate	Around	struct	SEffectWhichLocation
CKineticRotate	ValidatorArray	link	CValidatorLink
CKineticSequence	KineticArray	link	CKineticLink
CKineticSequence	ValidatorArray	link	CValidatorLink
CKineticSet	KineticArray	link	CKineticLink
CKineticSet	ValidatorArray	link	CValidatorLink
CKineticTranslate	ValidatorArray	link	CValidatorLink
CLensFlareSet	Flare	struct	SFlareInfo
CLight	TimeEventArray	struct	STimeEvent
CLight	ToDInfoArray	struct	SLightInfo
CLocation	AmbientSound	link	CSoundtrackLink
CLocation	BackgroundModel	link	CModelLink
CLocation	ContactActor	link	CActorLink
CLocation	ContactModel	link	CModelLink
CLocation	MissionCategoryArray	struct	SMissionCategory
CLocation	PlanetModel	link	CModelLink
CLoot	ValidatorArray	link	CValidatorLink
CLootEffect	Effect	link	CEffectLink
CLootEffect	ValidatorArray	link	CValidatorLink
CLootItem	ClassArray	link	CItemClassLink
CLootItem	ValidatorArray	link	CValidatorLink
CLootSet	ChildArray	struct	SLootChoice
CLootSet	ValidatorArray	link	CValidatorLink
CLootSpawn	ValidatorArray	link	CValidatorLink
CLootUnit	Unit	link	CUnitLink
CLootUnit	ValidatorArray	link	CValidatorLink
CMap	ArmyCategory	link	CArmyCategoryLink
CMap	ContactActor	link	CActorLink
CMap	ContactModelLink	link	CModelLink
CMap	Location	link	CLocationLink
CMap	ObjectiveArray	link	CObjectiveLink
CMap	TechnologyUnitLink	link	CUnitLink
CModel	AnimAliases	struct	SAnimAlias
CModel	AttachProps	struct	SAttachProps
CModel	Events	struct	SModelDataEvent
CModel	Lighting	link	CLightLink
CModel	LowQualityModel	link	CModelLink
CModel	PhysicsMaterialMappings	struct	SPhysicsMaterialMapping
CModel	PhysicsMaterialOverride	link	CPhysicsMaterialLink
CModel	RequiredAnimsEx	struct	SAnimFile
CModel	TextureDeclares	struct	STextureDeclare
CModel	TextureExpressionsForEditor	struct	STextureExpressionSpec
CModel	TextureInfos	struct	STextureInfo
CModel	TextureMatchesForEditor	struct	STextureMatchSpec
CModel	Variations	struct	SModelVariation
CModelFoliage	AnimAliases	struct	SAnimAlias
CModelFoliage	AttachProps	struct	SAttachProps
CModelFoliage	Events	struct	SModelDataEvent
CModelFoliage	Lighting	link	CLightLink
CModelFoliage	LowQualityModel	link	CModelLink
CModelFoliage	PhysicsMaterialMappings	struct	SPhysicsMaterialMapping
CModelFoliage	PhysicsMaterialOverride	link	CPhysicsMaterialLink
CModelFoliage	RequiredAnimsEx	struct	SAnimFile
CModelFoliage	TextureDeclares	struct	STextureDeclare
CModelFoliage	TextureExpressionsForEditor	struct	STextureExpressionSpec
CModelFoliage	TextureInfos	struct	STextureInfo
CModelFoliage	TextureMatchesForEditor	struct	STextureMatchSpec
CModelFoliage	Variations	struct	SModelVariation
CMount	Model	link	CModelLink
CMount	RequiredRewardArray	link	CRewardLink
CMount	VariationArray	link	CMountLink
CMount	VOArray	link	CSoundLink
CMover	PlacementArray	struct	SPathingData
CMoverAvoid	PlacementArray	struct	SPathingData
CMoverFlock	PlacementArray	struct	SPathingData
CMoverMissile	MotionOverlays	struct	SMotionOverlay
CMoverMissile	MotionPhases	struct	SMotionPhase
CMoverMissile	PlacementArray	struct	SPathingData
CMoverNull	PlacementArray	struct	SPathingData
CPing	ActorSound	link	CActorLink
CPing	Model	link	CModelLink
CPing	Sound	link	CSoundLink
CPlayerResponseUnit	Cost	struct	SCost
CPlayerResponseUnit	Handled	link	CEffectLink
CPlayerResponseUnit	ValidatorArray	link	CValidatorLink
CPlayerResponseUnitBirth	Cost	struct	SCost
CPlayerResponseUnitBirth	Handled	link	CEffectLink
CPlayerResponseUnitBirth	ValidatorArray	link	CValidatorLink
CPlayerResponseUnitDamage	Cost	struct	SCost
CPlayerResponseUnitDamage	ExcludeEffectArray	link	CEffectLink
CPlayerResponseUnitDamage	ExcludeEffectInChainArray	link	CEffectLink
CPlayerResponseUnitDamage	Exhausted	link	CEffectLink
CPlayerResponseUnitDamage	Handled	link	CEffectLink
CPlayerResponseUnitDamage	ModifyScoreArray	struct	SScoreValueUpdate
CPlayerResponseUnitDamage	RequireEffectArray	link	CEffectLink
CPlayerResponseUnitDamage	RequireEffectInChainArray	link	CEffectLink
CPlayerResponseUnitDamage	ValidatorArray	link	CValidatorLink
CPlayerResponseUnitDeath	Cost	struct	SCost
CPlayerResponseUnitDeath	Handled	link	CEffectLink
CPlayerResponseUnitDeath	ValidatorArray	link	CValidatorLink
CPortraitPack	Image	struct	STextureSheetEntry
CPortraitPack	PortraitArray	link	CRewardLink
CPreload	NormalConditions	link	CBankConditionLink
CPreload	QueuedConditions	link	CBankConditionLink
CPreloadActor	Link	link	CActorLink
CPreloadActor	NormalConditions	link	CBankConditionLink
CPreloadActor	QueuedConditions	link	CBankConditionLink
CPreloadAsset	NormalConditions	link	CBankConditionLink
CPreloadAsset	QueuedConditions	link	CBankConditionLink
CPreloadConversation	Link	link	CConversationLink
CPreloadConversation	NormalConditions	link	CBankConditionLink
CPreloadConversation	QueuedConditions	link	CBankConditionLink
CPreloadModel	Link	link	CModelLink
CPreloadModel	NormalConditions	link	CBankConditionLink
CPreloadModel	QueuedConditions	link	CBankConditionLink
CPreloadScene	NormalConditions	link	CBankConditionLink
CPreloadScene	QueuedConditions	link	CBankConditionLink
CPreloadSound	Link	link	CSoundLink
CPreloadSound	NormalConditions	link	CBankConditionLink
CPreloadSound	QueuedConditions	link	CBankConditionLink
CPreloadUnit	Link	link	CUnitLink
CPreloadUnit	NormalConditions	link	CBankConditionLink
CPreloadUnit	QueuedConditions	link	CBankConditionLink
CRace	DefaultConsoleSkin	link	CConsoleSkinLink
CRace	DefeatSound	link	CSoundLink
CRace	GameMusic	link	CSoundtrackLink
CRace	StartingUnitArray	struct	SStartingUnit
CRace	StartLocationAlert	link	CAlertLink
CRace	UpkeepTax	struct	SUpkeepTax
CRace	VictorySound	link	CSoundLink
CRaceBannerPack	Image	struct	STextureSheetEntry
CRaceBannerPack	RaceBannerArray	link	CRewardLink
CRequirement	NodeArray	struct	SRequirementNode
CRequirementAllowAbil	Link	link	CAbilLink
CRequirementAllowBehavior	Link	link	CBehaviorLink
CRequirementAllowUnit	Link	link	CUnitLink
CRequirementAllowUpgrade	Link	link	CUpgradeLink
CRequirementAnd	OperandArray	link	CRequirementNodeLink
CRequirementCountAbil	Count	struct	SRequirementCount
CRequirementCountBehavior	Count	struct	SRequirementCount
CRequirementCountEffect	Count	struct	SRequirementCount
CRequirementCountUnit	Count	struct	SRequirementCount
CRequirementCountUpgrade	Count	struct	SRequirementCount
CRequirementDiv	OperandArray	link	CRequirementNodeLink
CRequirementEq	OperandArray	link	CRequirementNodeLink
CRequirementGT	OperandArray	link	CRequirementNodeLink
CRequirementGTE	OperandArray	link	CRequirementNodeLink
CRequirementLT	OperandArray	link	CRequirementNodeLink
CRequirementLTE	OperandArray	link	CRequirementNodeLink
CRequirementMod	OperandArray	link	CRequirementNodeLink
CRequirementMul	OperandArray	link	CRequirementNodeLink
CRequirementNE	OperandArray	link	CRequirementNodeLink
CRequirementNot	OperandArray	link	CRequirementNodeLink
CRequirementOdd	OperandArray	link	CRequirementNodeLink
CRequirementOr	OperandArray	link	CRequirementNodeLink
CRequirementSum	OperandArray	link	CRequirementNodeLink
CRequirementXor	OperandArray	link	CRequirementNodeLink
CReward	Category	struct	SRewardCategory
CReward	Hero	link	CHeroLink
CReward	ParentBundle	link	CBundleLink
CReward	Race	link	CRaceLink
CReward	RewardSpecificUIArray	struct	SRewardSpecificUI
CReward	Skin	link	CSkinLink
CReward	Upgrades	link	CUpgradeLink
CRewardBadge	Category	struct	SRewardCategory
CRewardBadge	Hero	link	CHeroLink
CRewardBadge	ParentBundle	link	CBundleLink
CRewardBadge	Race	link	CRaceLink
CRewardBadge	RewardSpecificUIArray	struct	SRewardSpecificUI
CRewardBadge	Skin	link	CSkinLink
CRewardBadge	Texture	link	CTextureLink
CRewardBadge	Upgrades	link	CUpgradeLink
CRewardConsoleSkin	Category	struct	SRewardCategory
CRewardConsoleSkin	ConsoleSkin	link	CConsoleSkinLink
CRewardConsoleSkin	Hero	link	CHeroLink
CRewardConsoleSkin	ParentBundle	link	CBundleLink
CRewardConsoleSkin	Race	link	CRaceLink
CRewardConsoleSkin	RewardSpecificUIArray	struct	SRewardSpecificUI
CRewardConsoleSkin	Skin	link	CSkinLink
CRewardConsoleSkin	Upgrades	link	CUpgradeLink
CRewardDecal	Category	struct	SRewardCategory
CRewardDecal	DecalPack	link	CDecalPackLink
CRewardDecal	Hero	link	CHeroLink
CRewardDecal	ParentBundle	link	CBundleLink
CRewardDecal	Race	link	CRaceLink
CRewardDecal	RewardSpecificUIArray	struct	SRewardSpecificUI
CRewardDecal	Skin	link	CSkinLink
CRewardDecal	Spray	link	CSprayLink
CRewardDecal	Texture	link	CTextureLink
CRewardDecal	Upgrades	link	CUpgradeLink
CRewardEmoticon	Category	struct	SRewardCategory
CRewardEmoticon	Emoticon	link	CEmoticonLink
CRewardEmoticon	Hero	link	CHeroLink
CRewardEmoticon	ParentBundle	link	CBundleLink
CRewardEmoticon	Race	link	CRaceLink
CRewardEmoticon	RewardSpecificUIArray	struct	SRewardSpecificUI
CRewardEmoticon	Skin	link	CSkinLink
CRewardEmoticon	Upgrades	link	CUpgradeLink
CRewardIcon	Category	struct	SRewardCategory
CRewardIcon	Hero	link	CHeroLink
CRewardIcon	ParentBundle	link	CBundleLink
CRewardIcon	Race	link	CRaceLink
CRewardIcon	RewardSpecificUIArray	struct	SRewardSpecificUI
CRewardIcon	Skin	link	CSkinLink
CRewardIcon	Upgrades	link	CUpgradeLink
CRewardModel	Category	struct	SRewardCategory
CRewardModel	Hero	link	CHeroLink
CRewardModel	Model	link	CModelLink
CRewardModel	ParentBundle	link	CBundleLink
CRewardModel	Race	link	CRaceLink
CRewardModel	RewardSpecificUIArray	struct	SRewardSpecificUI
CRewardModel	Skin	link	CSkinLink
CRewardModel	Upgrades	link	CUpgradeLink
CRewardPoints	Category	struct	SRewardCategory
CRewardPoints	Hero	link	CHeroLink
CRewardPoints	ParentBundle	link	CBundleLink
CRewardPoints	Race	link	CRaceLink
CRewardPoints	RewardSpecificUIArray	struct	SRewardSpecificUI
CRewardPoints	Skin	link	CSkinLink
CRewardPoints	Upgrades	link	CUpgradeLink
CRewardPortrait	Category	struct	SRewardCategory
CRewardPortrait	Hero	link	CHeroLink
CRewardPortrait	Model	link	CModelLink
CRewardPortrait	ParentBundle	link	CBundleLink
CRewardPortrait	PortraitPack	link	CPortraitPackLink
CRewardPortrait	Race	link	CRaceLink
CRewardPortrait	RewardSpecificUIArray	struct	SRewardSpecificUI
CRewardPortrait	Skin	link	CSkinLink
CRewardPortrait	Upgrades	link	CUpgradeLink
CRewardPortraitInGame	Category	struct	SRewardCategory
CRewardPortraitInGame	Hero	link	CHeroLink
CRewardPortraitInGame	ParentBundle	link	CBundleLink
